,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
14,5805,Avalanche,AVAX,avalanche,306,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,285031245.3713636,404229626.49901325,,15,,,,2022-08-24T20:04:00.000Z,23.479725128616455,360968672.50553685,-20.4425,0.84190145,0.52323165,-10.02461853,7.90046778,15.21776407,-3.1261363,6692455294.3868475,0.6411,16905402092.6,,2022-08-24T20:04:00.000Z,,,,,,2022-08-24 20:06:04.053231
0,1,Bitcoin,BTC,bitcoin,9703,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19130900.0,19130900.0,,1,,,,2022-08-24T20:05:00.000Z,21726.36174910504,31963860760.253887,-0.8009,0.19087573,0.85592916,-6.57448442,-1.3652239,2.44996071,-26.02805371,415644853985.9536,39.8247,456253596731.21,,2022-08-24T20:05:00.000Z,,,,,,2022-08-24 20:07:04.620805
1,1027,Ethereum,ETH,ethereum,6042,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,122095544.499,122095544.499,,2,,,,2022-08-24T20:05:00.000Z,1679.722515687388,16912767884.807528,-9.1198,0.57857632,1.61002839,-8.45650474,11.35424961,39.2520675,-8.23632003,205086635160.08173,19.646,205086635160.08,,2022-08-24T20:05:00.000Z,,,,,,2022-08-24 20:07:04.620805
2,825,Tether,USDT,tether,38806,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,67549555015.62651,69157777033.00569,,3,,,,2022-08-24T20:05:00.000Z,1.000014847908272,48729141826.873085,-8.0202,0.00330437,0.00351372,-0.00553137,-0.0018768,0.04745103,0.10231485,67550557985.2232,6.4715,69158803881.34,,2022-08-24T20:05:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-08-24 20:07:04.620805
3,3408,USD Coin,USDC,usd-coin,5945,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,52274835083.95328,52274835083.95328,,4,,,,2022-08-24T20:05:00.000Z,1.0000033602122986,7363159764.176377,35.1952,-0.00025505,-0.00171912,0.02311397,-0.02885162,-0.01660385,-0.03768587,52275010738.49703,5.0087,52275010738.5,,2022-08-24T20:05:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-08-24 20:07:04.620805
4,1839,BNB,BNB,bnb,1088,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-08-24T20:05:00.000Z,299.0352907524369,939373369.1773556,-14.7909,0.19591452,0.1889644,-2.71911868,17.79161309,26.72635945,-3.34249374,48245534779.24997,4.6216,59807058150.49,,2022-08-24T20:05:00.000Z,,,,,,2022-08-24 20:07:04.620805
5,4687,Binance USD,BUSD,binance-usd,4879,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,19080569131.069256,19080569131.069256,,6,,,,2022-08-24T20:05:00.000Z,0.9999413548580179,4793364254.408857,-0.917,-0.02140033,-0.02030724,-0.01199955,-0.12431548,-0.10274494,-0.00376061,19079450148.383465,1.8283,19079450148.38,,2022-08-24T20:05:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-08-24 20:07:04.620805
6,52,XRP,XRP,xrp,807,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49537223666.0,99989330486.0,,7,,,,2022-08-24T20:05:00.000Z,0.3501063069703373,933749752.6791438,-1.1939,0.85644456,1.28618495,-7.13678405,1.7202397,-3.0538835,-10.78117793,17343294435.266853,1.6614,35010630697.03,,2022-08-24T20:05:00.000Z,,,,,,2022-08-24 20:07:04.620805
7,2010,Cardano,ADA,cardano,559,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34277702081.605,,8,,,,2022-08-24T20:05:00.000Z,0.4652544039040663,503056759.5764078,-12.3294,0.27429999,0.71133862,-13.34583328,-4.91940014,-4.89372166,-3.46528034,15697231600.399887,1.5037,20936448175.68,,2022-08-24T20:05:00.000Z,,,,,,2022-08-24 20:07:04.620805
8,5426,Solana,SOL,solana,368,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,349250834.66365105,511616946.142289,,9,,,,2022-08-24T20:05:00.000Z,35.867399785151775,909202447.6916926,1.1668,0.02204857,1.08602291,-11.81756392,-6.10299562,-11.10587921,-18.92526673,12526719312.179115,1.2,18350369544.14,,2022-08-24T20:05:00.000Z,,,,,,2022-08-24 20:07:04.620805
9,74,Dogecoin,DOGE,dogecoin,554,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-08-24T20:05:00.000Z,0.06918939897063169,332844568.98197246,-5.2719,0.0354595,1.08119613,-15.32039574,7.58643381,2.46601781,-12.03717657,9179410442.88401,0.8793,9179410442.88,,2022-08-24T20:05:00.000Z,,,,,,2022-08-24 20:07:04.620805
10,6636,Polkadot,DOT,polkadot-new,402,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1125884507.0162828,1225714258.1704626,,11,904869778.0,6948422165.3246765,,2022-08-24T20:05:00.000Z,7.67891948019583,313570153.39752835,-11.9591,-0.08779815,0.60270184,-8.60249711,9.84263227,-4.22269007,-16.44648271,8645576473.378014,0.8285,9412161094.22,,2022-08-24T20:05:00.000Z,,,,,,2022-08-24 20:07:04.620805
11,5994,Shiba Inu,SHIB,shiba-inu,405,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,12,,,,2022-08-24T20:05:00.000Z,1.3287895040020599e-05,391514589.4705813,-4.7628,0.16858561,0.59949696,-13.22700975,20.1901217,15.40074537,23.34322887,7295895220.03786,0.6989,7836337185.49,,2022-08-24T20:05:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-08-24 20:07:04.620805
12,4943,Dai,DAI,multi-collateral-dai,1267,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6962837631.8760805,6962837631.8760805,,13,,,,2022-08-24T20:05:00.000Z,0.9997695864042736,418973639.506545,-9.2296,-0.01230854,-0.02659265,0.10863176,-0.00669746,-0.03875802,-0.06325676,6961233299.420861,0.6669,6961233299.42,,2022-08-24T20:05:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-08-24 20:07:04.620805
13,3890,Polygon,MATIC,polygon,469,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8042124673.28493,10000000000.0,,14,,,,2022-08-24T20:05:00.000Z,0.8345645213657514,323797329.25769806,-16.523,0.49748539,0.42399021,-6.93702291,2.20801981,38.79628033,38.1784835,6711671928.723738,0.6431,8345645213.66,,2022-08-24T20:05:00.000Z,,,,,,2022-08-24 20:07:04.620805
14,5805,Avalanche,AVAX,avalanche,306,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,285031245.3713636,404229626.49901325,,15,,,,2022-08-24T20:05:00.000Z,23.469261466508705,360862917.3853175,-20.4365,0.80710833,0.45659356,-10.0405414,7.72176946,15.16228598,-3.07073245,6689472823.745131,0.6408,16897868255.89,,2022-08-24T20:05:00.000Z,,,,,,2022-08-24 20:07:04.620805
0,1,Bitcoin,BTC,bitcoin,9703,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19130900.0,19130900.0,,1,,,,2022-08-24T20:06:00.000Z,21723.98934721648,31966584985.1622,-0.733,0.16613776,0.86179925,-6.56522901,-1.36807121,2.45351854,-26.00223587,415599467802.66376,39.8203,456203776291.55,,2022-08-24T20:06:00.000Z,,,,,,2022-08-24 20:08:05.179652
1,1027,Ethereum,ETH,ethereum,6042,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,122095544.499,122095544.499,,2,,,,2022-08-24T20:06:00.000Z,1679.407649207792,16910274242.518436,-9.127,0.52018872,1.58771799,-8.44369443,11.32886244,39.24421555,-8.18884719,205048191365.81094,19.6451,205048191365.81,,2022-08-24T20:06:00.000Z,,,,,,2022-08-24 20:08:05.179652
2,825,Tether,USDT,tether,38806,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,67549555015.62651,69157777033.00569,,3,,,,2022-08-24T20:06:00.000Z,1.000013839993297,48726695338.161156,-8.0248,0.00267058,0.00219231,-0.00614264,-0.00197609,0.0475917,0.10235391,67550489901.01514,6.4715,69158734176.18,,2022-08-24T20:06:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-08-24 20:08:05.179652
3,3408,USD Coin,USDC,usd-coin,5945,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,52274835083.95328,52274835083.95328,,4,,,,2022-08-24T20:06:00.000Z,1.0000028781106434,7362554956.994385,35.1841,-0.00387088,0.0023684,0.02218868,-0.0258501,-0.0096367,-0.03711201,52274985536.71252,5.0087,52274985536.71,,2022-08-24T20:06:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-08-24 20:08:05.179652
4,1839,BNB,BNB,bnb,1088,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-08-24T20:06:00.000Z,299.0273670803892,939282071.2046384,-14.7756,0.16220952,0.19595457,-2.73252271,17.85839178,26.73274447,-3.30067453,48244256395.704025,4.6216,59805473416.08,,2022-08-24T20:06:00.000Z,,,,,,2022-08-24 20:08:05.179652
5,4687,Binance USD,BUSD,binance-usd,4879,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,19080569131.069256,19080569131.069256,,6,,,,2022-08-24T20:06:00.000Z,0.9999259634936531,4793595462.227193,-0.7622,-0.02631011,-0.01851805,-0.0125831,-0.12047615,-0.10758692,-0.01189453,19079156472.39168,1.8283,19079156472.39,,2022-08-24T20:06:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-08-24 20:08:05.179652
6,52,XRP,XRP,xrp,807,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49537223666.0,99989330486.0,,7,,,,2022-08-24T20:06:00.000Z,0.3501448978758259,933672653.3267891,-1.173,0.84348025,1.30342869,-7.11647393,1.72603504,-3.05449094,-10.75275212,17345206121.583515,1.6616,35014489787.58,,2022-08-24T20:06:00.000Z,,,,,,2022-08-24 20:08:05.179652
7,2010,Cardano,ADA,cardano,559,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34277702081.605,,8,,,,2022-08-24T20:06:00.000Z,0.4652304452014012,502880745.1131541,-12.3738,0.25207074,0.71194846,-13.34381676,-4.89846745,-4.89542953,-3.43270117,15696423257.04747,1.5036,20935370034.06,,2022-08-24T20:06:00.000Z,,,,,,2022-08-24 20:08:05.179652
8,5426,Solana,SOL,solana,368,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,349250834.66365105,511616946.142289,,9,,,,2022-08-24T20:06:00.000Z,35.86474916202991,909150533.067615,1.2589,-0.00487077,1.08605059,-11.83094652,-6.07908591,-11.08478148,-18.89458635,12525793579.841425,1.2001,18349013440.44,,2022-08-24T20:06:00.000Z,,,,,,2022-08-24 20:08:05.179652
9,74,Dogecoin,DOGE,dogecoin,554,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-08-24T20:06:00.000Z,0.06919292998183607,332803431.5298918,-4.9329,0.02610284,1.08551312,-15.33447416,7.62533509,2.46815436,-12.01760487,9179878904.839249,0.8794,9179878904.84,,2022-08-24T20:06:00.000Z,,,,,,2022-08-24 20:08:05.179652
10,6636,Polkadot,DOT,polkadot-new,402,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1125884507.0162828,1225714258.1704626,,11,904869778.0,6948557635.771545,,2022-08-24T20:06:00.000Z,7.679069192839751,313521421.334505,-11.9217,-0.12102619,0.61945596,-8.61543127,9.86854448,-4.21443542,-16.41907892,8645745032.524307,0.8285,9412344599.14,,2022-08-24T20:06:00.000Z,,,,,,2022-08-24 20:08:05.179652
11,5994,Shiba Inu,SHIB,shiba-inu,405,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,12,,,,2022-08-24T20:06:00.000Z,1.3287907009423444e-05,391516030.77248013,-4.7547,0.13950912,0.61193211,-13.21647264,20.17819793,15.41566675,23.46382117,7295901791.997432,0.6989,7836344244.27,,2022-08-24T20:06:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-08-24 20:08:05.179652
12,4943,Dai,DAI,multi-collateral-dai,1267,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6962837631.8760805,6962837631.8760805,,13,,,,2022-08-24T20:06:00.000Z,0.999709148105943,418951444.2393421,-9.2548,-0.0144651,-0.02505384,0.10607905,-0.01966927,-0.04399866,-0.06613735,6960812477.362838,0.6669,6960812477.36,,2022-08-24T20:06:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-08-24 20:08:05.179652
13,3890,Polygon,MATIC,polygon,469,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8042124673.28493,10000000000.0,,14,,,,2022-08-24T20:06:00.000Z,0.8345297456536275,323729223.82017916,-16.4663,0.48011324,0.42963347,-6.93887186,2.15747374,38.79124729,38.27201234,6711392258.111235,0.6431,8345297456.54,,2022-08-24T20:06:00.000Z,,,,,,2022-08-24 20:08:05.179652
14,5805,Avalanche,AVAX,avalanche,306,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,285031245.3713636,404229626.49901325,,15,,,,2022-08-24T20:06:00.000Z,23.465524515215456,360812081.56415296,-20.4269,0.76683742,0.4547456,-10.05310452,7.7322345,15.14868071,-3.05215062,6688407675.864124,0.6407,16895177650.96,,2022-08-24T20:06:00.000Z,,,,,,2022-08-24 20:08:05.179652
0,1,Bitcoin,BTC,bitcoin,9703,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19130900.0,19130900.0,,1,,,,2022-08-24T20:07:00.000Z,21714.270838971093,31964585430.647434,-0.7351,0.07395209,0.80512128,-6.57858408,-1.71837739,2.42964364,-25.98823295,415413543993.2721,39.7996,455999687618.39,,2022-08-24T20:07:00.000Z,,,,,,2022-08-24 20:09:05.905855
1,1027,Ethereum,ETH,ethereum,6042,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,122095544.499,122095544.499,,2,,,,2022-08-24T20:07:00.000Z,1678.6253362106108,16894582443.67131,-9.0684,0.3863985,1.52777438,-8.44002054,10.80990521,39.18936893,-8.09437207,204952674434.45148,19.6359,204952674434.45,,2022-08-24T20:07:00.000Z,,,,,,2022-08-24 20:09:05.905855
2,825,Tether,USDT,tether,38806,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,67549555015.62651,69157777033.00569,,3,,,,2022-08-24T20:07:00.000Z,0.9999999538740152,48702830015.32682,-8.0698,0.00141431,-0.00276624,-0.0058909,-0.0026663,0.04682785,0.10130229,67549551899.83676,6.4714,69157773843.04,,2022-08-24T20:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-08-24 20:09:05.905855
3,3408,USD Coin,USDC,usd-coin,5945,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,52274835083.95328,52274835083.95328,,4,,,,2022-08-24T20:07:00.000Z,0.9999439342704963,7359130648.803039,35.1212,-0.01492856,-0.00698593,0.0007916,-0.02230522,-0.00380948,-0.04407581,52271904257.18961,5.008,52271904257.19,,2022-08-24T20:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-08-24 20:09:05.905855
4,1839,BNB,BNB,bnb,1088,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-08-24T20:07:00.000Z,299.06820307904013,939236931.6607829,-14.4573,0.106129,0.1737881,-2.73614791,17.70050105,26.71049279,-3.17497748,48250844763.88024,4.6222,59813640615.81,,2022-08-24T20:07:00.000Z,,,,,,2022-08-24 20:09:05.905855
5,4687,Binance USD,BUSD,binance-usd,4879,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,19080569131.069256,19080569131.069256,,6,,,,2022-08-24T20:07:00.000Z,0.9998874501878732,4793595462.227193,-0.7788,-0.03302732,-0.03296563,-0.01871695,-0.09338145,0.04006493,-0.11153141,19078421616.59828,1.8282,19078421616.6,,2022-08-24T20:07:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-08-24 20:09:05.905855
6,52,XRP,XRP,xrp,807,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49537223666.0,99989330486.0,,7,,,,2022-08-24T20:07:00.000Z,0.35009507258046396,933558469.3918215,-1.1851,0.74760519,1.28778374,-7.07878517,1.44729083,-3.17295252,-10.65029738,17342737914.782948,1.6616,35009507258.05,,2022-08-24T20:07:00.000Z,,,,,,2022-08-24 20:09:05.905855
